,Year,Plot,Ring,CO2_Treatment,Nitrogen_Treatment,CountOfSpecies,measured_species,measured_group,photo_rep,date,time,measurement_taken_at_growth_CO2,PAR,transpiration_rate,Amax_area_mol_CO2_m2_s1,tleaf,gs_mmol_m2_s1,A_gs_mmol_CO2_mol_H2O,SLA_cm2_g,assimilation_rate,portable_gas_exchange_system_used
2207,1999,362,6,Camb,Nenrich,1,Sorghastrum nutans,C4,1,7/10/1999,1:32 PM,atgrwth,1649,3.472,24.1,25.5,265.4,0.09074,187.9,452.5,Ciras-1
2208,1999,362,6,Camb,Nenrich,1,Sorghastrum nutans,C4,1,7/10/1999,1:40 PM,other,1631,2.904,24.5,26.2,176.4,0.13911,187.9,461.2,Ciras-1
2209,1999,362,6,Camb,Nenrich,1,Sorghastrum nutans,C4,2,7/12/1999,9:53 AM,atgrwth,1726,3.037,18.4,24.9,181.6,0.10148,184.9,340.8,Ciras-1
2210,1999,362,6,Camb,Nenrich,1,Sorghastrum nutans,C4,2,7/12/1999,9:57 AM,other,1631,2.024,18.4,25.1,114,0.16139,184.9,340.3,Ciras-1
2211,1999,362,6,Camb,Nenrich,1,Sorghastrum nutans,C4,3,7/17/1999,12:10 PM,other,1880,3.109,23.4,26.3,265.1,0.08845,223.9,525.1,Ciras-1
2212,1999,362,6,Camb,Nenrich,1,Sorghastrum nutans,C4,4,7/21/1999,2:16 PM,atgrwth,1719,4.317,34.1,27.8,468.5,0.07271,136.7,465.6,Ciras-1
2213,1999,362,6,Camb,Nenrich,1,Sorghastrum nutans,C4,4,7/21/1999,2:19 PM,other,1708,4.27,34.9,27.8,433.7,0.08058,136.7,477.7,Ciras-1
2214,1999,363,6,Camb,Namb,4,Lupinus perennis,legume,1,6/12/1999,12:36 PM,atgrwth,1829,5.583,21.8,26.8,417.6,0.0521,193.3,420.5,Ciras-1
2215,1999,363,6,Camb,Namb,4,Lupinus perennis,legume,2,6/16/1999,12:27 PM,atgrwth,1814,5.057,20.2,25.6,379.2,0.05335,190.3,385,Ciras-1
2216,1999,363,6,Camb,Namb,4,Lupinus perennis,legume,3,6/22/1999,11:25 AM,atgrwth,1224,3.502,20,25.6,490.6,0.04069,208.7,416.7,Ciras-1
2217,1999,363,6,Camb,Namb,4,Lupinus perennis,legume,4,6/24/1999,2:19 PM,atgrwth,1788,3.913,11.8,25.6,291.6,0.04046,202.7,239.2,Ciras-1
2218,1999,364,6,Camb,Namb,4,Bromus inermis,C3,1,6/14/1999,1:12 PM,atgrwth,1781,1.263,6.2,24.9,54.9,0.1132,181.2,112.6,Ciras-1
2219,1999,364,6,Camb,Namb,4,Bromus inermis,C3,2,6/21/1999,12:33 PM,atgrwth,1315,1.566,6.3,26.3,91.1,0.06922,178.2,112.3,Ciras-1
2220,1999,364,6,Camb,Namb,4,Bromus inermis,C3,3,6/25/1999,1:01 PM,atgrwth,1733,0.97,4.9,24.3,90,0.05426,391.7,191.2,Ciras-1
2221,1999,364,6,Camb,Namb,4,Bromus inermis,C3,4,6/29/1999,12:02 PM,atgrwth,1686,3.357,8.2,23.5,193.7,0.04256,187,154.2,Ciras-1
2222,1999,366,6,Camb,Nenrich,1,Achillea millefolium,forb,1,7/10/1999,3:15 PM,atgrwth,1722,3.277,19.1,27.6,307.4,0.06215,100.9,192.7,Ciras-1
2223,1999,366,6,Camb,Nenrich,1,Achillea millefolium,forb,1,7/10/1999,3:25 PM,other,1634,3.257,29,26.1,452.9,0.06403,100.9,292.6,Ciras-1
2224,1999,366,6,Camb,Nenrich,1,Achillea millefolium,forb,2,7/14/1999,2:10 PM,atgrwth,1554,2.156,14.4,28,307.2,0.04683,119.9,172.5,Ciras-1
2225,1999,366,6,Camb,Nenrich,1,Achillea millefolium,forb,2,7/14/1999,2:13 PM,other,1550,1.991,19.2,27.3,331.3,0.05809,119.9,230.7,Ciras-1
2226,1999,366,6,Camb,Nenrich,1,Achillea millefolium,forb,3,7/21/1999,2:05 PM,atgrwth,1704,1.878,12.9,28.6,139.7,0.09268,106.6,138,Ciras-1
2227,1999,366,6,Camb,Nenrich,1,Achillea millefolium,forb,3,7/21/1999,2:10 PM,other,1704,2.266,19.1,27.9,222.4,0.08589,106.6,203.7,Ciras-1
2228,1999,366,6,Camb,Nenrich,1,Achillea millefolium,forb,4,7/23/1999,10:55 AM,atgrwth,1646,1.097,11.4,29.3,98.5,0.11576,130.8,149.2,Ciras-1
2229,1999,366,6,Camb,Nenrich,1,Achillea millefolium,forb,4,7/23/1999,11:01 AM,other,1620,1.062,17.4,28.7,110.9,0.15723,130.8,228.2,Ciras-1
2230,2000,8,1,Cenrich,Nenrich,1,Schizachyrium scoparium,C4,1,6/29/2000,9:25 AM,atgrwth,1246,1.232,3.5,24.4,65.6,0.054,216.2,76.6,Ciras-1
2231,2000,8,1,Cenrich,Nenrich,1,Schizachyrium scoparium,C4,2,7/6/2000,12:06 PM,atgrwth,1447,1.279,9.1,25.1,91.4,0.09959,182.5,166.2,Ciras-1
2232,2000,8,1,Cenrich,Nenrich,1,Schizachyrium scoparium,C4,3,7/13/2000,11:17 AM,atgrwth,1532,1.621,7.8,26.6,103.3,0.07562,246,192.1,Ciras-1
2233,2000,8,1,Cenrich,Nenrich,1,Schizachyrium scoparium,C4,4,7/21/2000,10:08 AM,atgrwth,1429,1.671,13,26.2,78.7,0.16518,217.3,282.5,Ciras-1
2234,2000,18,1,Cenrich,Nenrich,1,Amorpha canescens,legume,1,6/29/2000,9:39 AM,atgrwth,1293,0.631,5.1,24.9,32.7,0.15522,153.5,77.8,Ciras-1
2235,2000,18,1,Cenrich,Nenrich,1,Amorpha canescens,legume,2,7/6/2000,12:17 PM,atgrwth,1590,1.205,12.1,25.1,90.4,0.13413,179.1,217.1,Ciras-1
2236,2000,18,1,Cenrich,Nenrich,1,Amorpha canescens,legume,3,7/13/2000,12:10 PM,atgrwth,1704,0.927,10.1,28,55.1,0.18265,181.3,182.3,Ciras-1
2237,2000,18,1,Cenrich,Nenrich,1,Amorpha canescens,legume,4,7/21/2000,10:23 AM,atgrwth,1499,0.849,8.8,25.6,42.2,0.20871,191.7,168.7,Ciras-1
2238,2000,22,1,Cenrich,Nenrich,1,Bromus inermis,C3,1,6/12/2000,11:50 AM,atgrwth,2016,2.244,18.8,24.6,128,0.14672,164,308.1,Ciras-1
2239,2000,22,1,Cenrich,Nenrich,1,Bromus inermis,C3,2,6/19/2000,12:45 PM,atgrwth,1645,3.334,21.6,26.1,238.4,0.09068,181.2,391.6,Ciras-1
2240,2000,22,1,Cenrich,Nenrich,1,Bromus inermis,C3,3,6/21/2000,9:54 AM,atgrwth,1488,3.395,20.5,25.6,230.5,0.089,146.6,300.7,Ciras-1
2241,2000,22,1,Cenrich,Nenrich,1,Bromus inermis,C3,4,6/28/2000,11:16 AM,atgrwth,1781,2.942,18.9,25,229.4,0.08256,142.4,269.8,Ciras-1
2242,2000,24,1,Cenrich,Namb,1,Agropyron repens,C3,1,6/29/2000,9:55 AM,atgrwth,1550,1.446,9.7,25.4,70.3,0.138,159.7,154.8,Ciras-1
2243,2000,24,1,Cenrich,Namb,1,Agropyron repens,C3,3,7/13/2000,11:23 AM,atgrwth,1616,2.253,12.3,26.3,165.7,0.07428,175.9,216.4,Ciras-1
2244,2000,35,1,Cenrich,Namb,1,Lespedeza capitata,legume,1,6/12/2000,12:50 PM,atgrwth,1737,1.703,20.5,24.3,116,0.17665,171.9,352.3,Ciras-1
2245,2000,35,1,Cenrich,Namb,1,Lespedeza capitata,legume,2,6/19/2000,1:03 PM,atgrwth,1777,3.775,29,24.6,358.1,0.08106,132.1,383.6,Ciras-1
2246,2000,35,1,Cenrich,Namb,1,Lespedeza capitata,legume,3,6/21/2000,9:45 AM,atgrwth,2155,8.233,43.5,23.1,560,0.07774,172.2,749.8,Ciras-1
2247,2000,35,1,Cenrich,Namb,1,Lespedeza capitata,legume,4,6/28/2000,10:56 AM,atgrwth,2210,2.957,20.2,23,213.8,0.09428,202.2,407.7,Ciras-1
2248,2000,36,1,Cenrich,Nenrich,1,Agropyron repens,C3,1,6/29/2000,9:59 AM,atgrwth,1880,1.605,6.8,24.8,79.5,0.08616,440,301.3,Ciras-1
2249,2000,36,1,Cenrich,Nenrich,1,Agropyron repens,C3,3,7/13/2000,11:43 AM,atgrwth,1620,1.587,13.7,25.6,118.8,0.11526,179.5,245.9,Ciras-1
2250,2000,37,1,Cenrich,Nenrich,1,Petalostemum villosum,legume,1,6/29/2000,9:31 AM,atgrwth,1785,4.865,25.6,26,356.9,0.07165,115.7,295.9,Ciras-1
2251,2000,37,1,Cenrich,Nenrich,1,Petalostemum villosum,legume,3,7/13/2000,2:10 PM,atgrwth,1825,3.329,16.6,27.1,295.1,0.05615,130,215.4,Ciras-1
2252,2000,39,1,Cenrich,Namb,1,Bromus inermis,C3,1,6/12/2000,2:09 PM,atgrwth,1282,1.809,19.4,23,131.9,0.14679,134.3,260,Ciras-1
2253,2000,39,1,Cenrich,Namb,1,Bromus inermis,C3,2,6/19/2000,12:48 PM,atgrwth,1715,2.424,13.7,26,161.7,0.08498,159,218.5,Ciras-1
2254,2000,39,1,Cenrich,Namb,1,Bromus inermis,C3,3,6/21/2000,9:45 AM,atgrwth,1601,0.934,4.9,27.1,36.8,0.13265,158.8,77.6,Ciras-1
2255,2000,39,1,Cenrich,Namb,1,Bromus inermis,C3,4,6/28/2000,11:46 AM,atgrwth,1895,2.246,16.5,25.8,165.2,0.0997,173.4,285.6,Ciras-1
2256,2000,42,1,Cenrich,Namb,1,Solidago rigida,forb,1,6/12/2000,12:35 PM,atgrwth,1924,3.875,15.5,24.2,383,0.04036,116.8,180.5,Ciras-1
2257,2000,42,1,Cenrich,Namb,1,Solidago rigida,forb,2,6/19/2000,12:47 PM,atgrwth,1957,3.3,18.5,24.3,275.6,0.06702,87.4,161.4,Ciras-1
2258,2000,42,1,Cenrich,Namb,1,Solidago rigida,forb,3,6/21/2000,9:50 AM,atgrwth,1689,9.708,32.2,23,935.6,0.03442,112.6,362.7,Ciras-1
2259,2000,42,1,Cenrich,Namb,1,Solidago rigida,forb,4,6/28/2000,11:11 AM,atgrwth,2060,6.049,12.5,27,438.2,0.0285,97.7,122,Ciras-1
2260,2000,46,1,Cenrich,Namb,1,Anemone cylindrica,forb,1,6/29/2000,9:27 AM,atgrwth,1770,3.467,16.2,26.3,206.3,0.07833,136.6,220.8,Ciras-1
2261,2000,46,1,Cenrich,Namb,1,Anemone cylindrica,forb,3,7/13/2000,2:44 PM,atgrwth,1862,1.955,12.4,27.6,191.4,0.06454,147.1,181.7,Ciras-1
2262,2000,47,1,Cenrich,Nenrich,1,Koleria cristata,C3,1,6/29/2000,10:12 AM,atgrwth,1403,1.701,5.6,25.5,80,0.07032,90.8,51.1,Ciras-1
2263,2000,47,1,Cenrich,Nenrich,1,Koleria cristata,C3,2,7/6/2000,12:34 PM,atgrwth,1587,3.052,14.7,26.4,192.6,0.07619,78.5,115.2,Ciras-1
2264,2000,47,1,Cenrich,Nenrich,1,Koleria cristata,C3,3,7/13/2000,2:37 PM,atgrwth,1832,0.955,5,25.6,70.1,0.07078,90,44.7,Ciras-1
2265,2000,47,1,Cenrich,Nenrich,1,Koleria cristata,C3,4,7/21/2000,10:37 AM,atgrwth,1469,1.888,9.9,25.1,94.6,0.10432,77.1,76,Ciras-1
2266,2000,49,1,Cenrich,Nenrich,1,Achillea millefolium,forb,1,6/29/2000,9:38 AM,atgrwth,1678,3.413,14.8,24.9,296.7,0.04974,106.7,157.4,Ciras-1
2267,2000,49,1,Cenrich,Nenrich,1,Achillea millefolium,forb,2,7/6/2000,12:48 PM,atgrwth,1623,1.641,21.2,26.4,194.9,0.10874,87.1,184.6,Ciras-1
2268,2000,49,1,Cenrich,Nenrich,1,Achillea millefolium,forb,3,7/13/2000,11:50 AM,atgrwth,1682,1.938,16.4,26.8,214.5,0.07656,115,188.9,Ciras-1
2269,2000,49,1,Cenrich,Nenrich,1,Achillea millefolium,forb,4,7/21/2000,10:45 AM,atgrwth,1590,2.174,13,25.6,178.3,0.07274,144.6,187.5,Ciras-1
2270,2000,53,1,Cenrich,Nenrich,1,Solidago rigida,forb,1,6/12/2000,12:42 PM,atgrwth,1935,2.161,4.3,24.9,155.2,0.02756,145.3,62.2,Ciras-1
2271,2000,53,1,Cenrich,Nenrich,1,Solidago rigida,forb,2,6/19/2000,1:03 PM,atgrwth,1242,1.736,13.5,25.2,197.8,0.06828,121.5,164.1,Ciras-1
2272,2000,53,1,Cenrich,Nenrich,1,Solidago rigida,forb,3,6/26/2000,9:03 AM,atgrwth,1752,2.957,15.4,21.5,375.5,0.04095,89.9,138.3,Ciras-1
2273,2000,53,1,Cenrich,Nenrich,1,Solidago rigida,forb,4,6/28/2000,11:22 AM,atgrwth,2210,3.753,20.4,25.2,264.7,0.07702,75.8,154.4,Ciras-1
2274,2000,57,1,Cenrich,Namb,1,Schizachyrium scoparium,C4,2,7/6/2000,1:04 PM,atgrwth,1528,0.521,13.9,25,41.2,0.33717,220.8,306.5,Ciras-1
2275,2000,57,1,Cenrich,Namb,1,Schizachyrium scoparium,C4,3,7/13/2000,3:06 PM,atgrwth,1323,1.628,6.9,27.8,90.2,0.07621,245,168.4,Ciras-1
2276,2000,57,1,Cenrich,Namb,1,Schizachyrium scoparium,C4,4,7/21/2000,10:55 AM,atgrwth,1528,1.047,5.6,24.6,53.4,0.10565,219.3,123.6,Ciras-1
2277,2000,60,1,Cenrich,Nenrich,1,Andropogon gerardi,C4,1,6/12/2000,2:17 PM,atgrwth,1605,3.818,36.5,23.3,292.4,0.12471,260,948.2,Ciras-1
2278,2000,60,1,Cenrich,Nenrich,1,Andropogon gerardi,C4,2,6/19/2000,12:55 PM,atgrwth,1726,1.747,22.8,26.3,102.1,0.22346,185,422.1,Ciras-1
2279,2000,60,1,Cenrich,Nenrich,1,Andropogon gerardi,C4,3,6/26/2000,9:20 AM,atgrwth,1312,0.557,4.1,24.5,33.7,0.12104,233.3,95.2,Ciras-1
2280,2000,68,2,Camb,Nenrich,1,Schizachyrium scoparium,C4,1,6/29/2000,10:28 AM,atgrwth,1576,2.247,14.4,24.6,114.4,0.12618,137.5,198.4,Ciras-1
2281,2000,68,2,Camb,Nenrich,1,Schizachyrium scoparium,C4,1,6/29/2000,10:33 AM,other,1584,1.684,18.7,24.8,80.5,0.23159,137.5,256.4,Ciras-1
2282,2000,68,2,Camb,Nenrich,1,Schizachyrium scoparium,C4,2,6/30/2000,1:54 PM,atgrwth,1645,3.743,12.5,27.1,190.7,0.06571,215.6,270.2,Ciras-1
2283,2000,68,2,Camb,Nenrich,1,Schizachyrium scoparium,C4,2,6/30/2000,1:59 PM,other,1634,3.742,19.4,27.8,173.7,0.11197,215.6,419.3,Ciras-1
2284,2000,68,2,Camb,Nenrich,1,Schizachyrium scoparium,C4,3,7/14/2000,9:05 AM,atgrwth,1297,1.782,9.2,26.5,92.7,0.09898,243.8,223.6,Ciras-1
2285,2000,68,2,Camb,Nenrich,1,Schizachyrium scoparium,C4,3,7/14/2000,9:10 AM,other,1323,0.891,10.5,25.1,53.4,0.19741,243.8,256.8,Ciras-1
2286,2000,68,2,Camb,Nenrich,1,Schizachyrium scoparium,C4,4,7/21/2000,11:24 AM,atgrwth,1605,0.927,7,25.1,42.6,0.16442,225.4,157.9,Ciras-1
2287,2000,68,2,Camb,Nenrich,1,Schizachyrium scoparium,C4,4,7/21/2000,11:32 AM,other,1587,1.012,8.4,26.2,43.2,0.19473,225.4,189.4,Ciras-1
2288,2000,70,2,Camb,Namb,1,Andropogon gerardi,C4,1,6/14/2000,11:14 AM,atgrwth,1715,2.946,21.2,27.4,164.3,0.12915,226.8,481.5,Ciras-1
2289,2000,70,2,Camb,Namb,1,Andropogon gerardi,C4,1,6/14/2000,11:19 AM,other,1693,2.252,24.3,25.8,148.2,0.1642,226.8,552,Ciras-1
2290,2000,70,2,Camb,Namb,1,Andropogon gerardi,C4,2,6/19/2000,10:10 AM,atgrwth,1781,2.392,5.3,23.9,175.2,0.03002,296.7,156,Ciras-1
2291,2000,70,2,Camb,Namb,1,Andropogon gerardi,C4,2,6/19/2000,10:15 AM,other,1752,1.75,8.2,23.9,109.6,0.07501,296.7,243.9,Ciras-1
2292,2000,70,2,Camb,Namb,1,Andropogon gerardi,C4,3,6/26/2000,9:35 AM,atgrwth,1587,1.145,5.3,25.3,68,0.0783,200.7,107,Ciras-1
2293,2000,70,2,Camb,Namb,1,Andropogon gerardi,C4,3,6/26/2000,9:40 AM,other,1594,0.916,7.9,25.6,51,0.15433,200.7,158.2,Ciras-1
2294,2000,70,2,Camb,Namb,1,Andropogon gerardi,C4,4,6/26/2000,2:35 PM,atgrwth,1583,1.94,14.2,26,106.1,0.13396,187.7,266.8,Ciras-1
2295,2000,70,2,Camb,Namb,1,Andropogon gerardi,C4,4,6/26/2000,2:39 PM,other,1576,1.41,15,25.9,75.8,0.19745,187.7,280.9,Ciras-1
2296,2000,71,2,Camb,Nenrich,1,Sorghastrum nutans,C4,1,6/29/2000,11:04 AM,atgrwth,1711,2.164,13.4,25.1,122.3,0.10992,180,242,Ciras-1
2297,2000,71,2,Camb,Nenrich,1,Sorghastrum nutans,C4,1,6/29/2000,11:13 AM,other,1719,2.656,21.3,25.3,145.8,0.1461,180,383.5,Ciras-1
2298,2000,71,2,Camb,Nenrich,1,Sorghastrum nutans,C4,2,6/30/2000,2:11 PM,atgrwth,1587,4.343,17.6,25.8,256.8,0.06844,191.8,337.1,Ciras-1
2299,2000,71,2,Camb,Nenrich,1,Sorghastrum nutans,C4,2,6/30/2000,2:16 PM,other,1543,3.961,20.6,25.6,238.3,0.0864,191.8,394.7,Ciras-1
2300,2000,71,2,Camb,Nenrich,1,Sorghastrum nutans,C4,3,7/14/2000,9:20 AM,atgrwth,1213,1.789,19.8,25.7,122.1,0.16188,170.6,337.2,Ciras-1
2301,2000,71,2,Camb,Nenrich,1,Sorghastrum nutans,C4,3,7/14/2000,9:25 AM,other,1242,1.364,21.4,24.9,98.8,0.21696,170.6,365.8,Ciras-1
2302,2000,71,2,Camb,Nenrich,1,Sorghastrum nutans,C4,4,7/21/2000,1:55 PM,atgrwth,1796,2.028,13.9,26.2,115.6,0.11982,164.5,227.8,Ciras-1
2303,2000,71,2,Camb,Nenrich,1,Sorghastrum nutans,C4,4,7/21/2000,2:10 PM,other,1715,1.43,13.8,26,77.4,0.17786,164.5,226.3,Ciras-1
2304,2000,72,2,Camb,Nenrich,1,Petalostemum villosum,legume,1,6/29/2000,10:25 AM,atgrwth,1920,5.096,23.3,26.1,368.4,0.06336,128.2,299.4,Ciras-1
2305,2000,72,2,Camb,Nenrich,1,Petalostemum villosum,legume,1,6/29/2000,10:31 AM,other,1913,5.158,30.5,26.8,323.5,0.09435,128.2,391.4,Ciras-1
2306,2000,72,2,Camb,Nenrich,1,Petalostemum villosum,legume,2,6/30/2000,1:55 PM,atgrwth,1774,5.916,26.1,24.7,524.1,0.04988,109.5,286.3,Ciras-1
2307,2000,72,2,Camb,Nenrich,1,Petalostemum villosum,legume,2,6/30/2000,1:59 PM,other,1770,5.716,35.1,24.4,497.3,0.07063,109.5,384.6,Ciras-1
2308,2000,72,2,Camb,Nenrich,1,Petalostemum villosum,legume,3,7/14/2000,9:08 AM,atgrwth,1290,3.672,18,24.4,408.3,0.04415,151.1,272.4,Ciras-1
2309,2000,72,2,Camb,Nenrich,1,Petalostemum villosum,legume,3,7/14/2000,9:11 AM,other,1312,4.044,25,23.9,578.7,0.04327,151.1,378.4,Ciras-1
2310,2000,77,2,Camb,Namb,1,Anemone cylindrica,forb,1,6/29/2000,10:38 AM,atgrwth,1862,3.631,9.6,24.8,229.6,0.04188,149.7,144,Ciras-1
2311,2000,77,2,Camb,Namb,1,Anemone cylindrica,forb,1,6/29/2000,10:43 AM,other,1847,3.518,13.4,26.1,196.1,0.06823,149.7,200.3,Ciras-1
2312,2000,77,2,Camb,Namb,1,Anemone cylindrica,forb,2,6/30/2000,2:16 PM,atgrwth,1829,4.845,11.9,25.5,399.7,0.02986,128.9,153.8,Ciras-1
2313,2000,77,2,Camb,Namb,1,Anemone cylindrica,forb,2,6/30/2000,2:20 PM,other,1829,4.331,17.3,24.6,404.7,0.04277,128.9,223.1,Ciras-1
2314,2000,77,2,Camb,Namb,1,Anemone cylindrica,forb,3,7/14/2000,9:24 AM,atgrwth,1557,2.481,12.9,24.9,316.4,0.04082,210.9,272.4,Ciras-1
2315,2000,77,2,Camb,Namb,1,Anemone cylindrica,forb,3,7/14/2000,9:31 AM,other,1568,2.842,17.8,24.8,390.8,0.04545,210.9,374.6,Ciras-1
2316,2000,77,2,Camb,Namb,1,Anemone cylindrica,forb,4,7/21/2000,11:54 AM,atgrwth,2020,7.697,28.4,23.7,718.2,0.03953,160.3,455,Ciras-1
2317,2000,77,2,Camb,Namb,1,Anemone cylindrica,forb,4,7/21/2000,12:02 PM,other,1980,7.844,45.1,24.9,698,0.06458,160.3,722.3,Ciras-1
2318,2000,90,2,Camb,Namb,1,Sorghastrum nutans,C4,1,6/29/2000,11:26 AM,atgrwth,1869,2.305,14.7,25.3,134.9,0.10905,205,301.6,Ciras-1
2319,2000,90,2,Camb,Namb,1,Sorghastrum nutans,C4,1,6/29/2000,11:38 AM,other,1898,2.299,22.1,25.3,114.3,0.19297,205,452.1,Ciras-1
2320,2000,90,2,Camb,Namb,1,Sorghastrum nutans,C4,2,6/30/2000,2:44 PM,atgrwth,2089,3.428,21.6,24.5,189,0.11411,165,355.8,Ciras-1
2321,2000,90,2,Camb,Namb,1,Sorghastrum nutans,C4,2,6/30/2000,2:49 PM,other,2082,2.783,23.3,23.8,157.5,0.14803,165,384.7,Ciras-1
2322,2000,90,2,Camb,Namb,1,Sorghastrum nutans,C4,3,7/14/2000,9:43 AM,atgrwth,1565,1.501,13.3,25,130.4,0.10218,144,191.8,Ciras-1
2323,2000,90,2,Camb,Namb,1,Sorghastrum nutans,C4,3,7/14/2000,9:48 AM,other,1594,0.981,14.4,25.3,77.9,0.18504,144,207.6,Ciras-1
2324,2000,90,2,Camb,Namb,1,Sorghastrum nutans,C4,4,7/21/2000,12:31 PM,atgrwth,1539,2.221,19.4,25.4,127.2,0.15284,169.1,329,Ciras-1
2325,2000,90,2,Camb,Namb,1,Sorghastrum nutans,C4,4,7/21/2000,12:35 PM,other,1528,1.843,19.2,25,105.5,0.18205,169.1,324.7,Ciras-1
2326,2000,99,2,Camb,Nenrich,1,Solidago rigida,forb,1,6/12/2000,1:10 PM,atgrwth,1612,1.989,14.1,23.9,155.1,0.09081,111.6,157.2,Ciras-1
2327,2000,99,2,Camb,Nenrich,1,Solidago rigida,forb,1,6/12/2000,1:14 PM,other,1900,2.16,20.7,25.2,144.6,0.14336,111.6,231.4,Ciras-1
2328,2000,99,2,Camb,Nenrich,1,Solidago rigida,forb,2,6/19/2000,10:26 AM,atgrwth,1733,4.964,21.3,25.5,442.9,0.04815,106.4,226.9,Ciras-1
2329,2000,99,2,Camb,Nenrich,1,Solidago rigida,forb,2,6/19/2000,10:32 AM,other,1719,4.679,27.1,25,461.9,0.05867,106.4,288.3,Ciras-1
2330,2000,99,2,Camb,Nenrich,1,Solidago rigida,forb,3,6/26/2000,9:26 AM,atgrwth,1953,3.928,22.3,22.5,477.2,0.04666,92.6,206.2,Ciras-1
2331,2000,99,2,Camb,Nenrich,1,Solidago rigida,forb,3,6/26/2000,9:32 AM,other,1825,4.443,31.2,22.8,559.8,0.05565,92.6,288.4,Ciras-1
2332,2000,99,2,Camb,Nenrich,1,Solidago rigida,forb,4,6/26/2000,1:20 PM,atgrwth,2225,4.78,19.7,25.1,368.9,0.05352,101.2,199.8,Ciras-1
2333,2000,99,2,Camb,Nenrich,1,Solidago rigida,forb,4,6/26/2000,1:24 PM,other,2155,4.494,30,24.7,354.3,0.08465,101.2,303.6,Ciras-1
2334,2000,101,2,Camb,Nenrich,1,Andropogon gerardi,C4,1,6/19/2000,10:07 AM,other,1598,0.89,12.1,25,52.7,0.23039,182.3,221.3,Ciras-1
2335,2000,101,2,Camb,Nenrich,1,Andropogon gerardi,C4,1,6/19/2000,10:12 AM,atgrwth,1576,1.571,14.1,24.8,99.5,0.14179,182.3,257.2,Ciras-1
2336,2000,101,2,Camb,Nenrich,1,Andropogon gerardi,C4,2,6/19/2000,10:17 AM,atgrwth,1550,3.76,19.1,24.6,362.4,0.05264,204.8,390.7,Ciras-1
2337,2000,101,2,Camb,Nenrich,1,Andropogon gerardi,C4,2,6/19/2000,10:23 AM,other,1352,3.708,26.5,24.3,389.1,0.06818,204.8,543.2,Ciras-1
2338,2000,101,2,Camb,Nenrich,1,Andropogon gerardi,C4,3,6/26/2000,10:00 AM,atgrwth,1535,2.605,25.4,24.6,234.8,0.10817,215.4,547,Ciras-1
2339,2000,101,2,Camb,Nenrich,1,Andropogon gerardi,C4,3,6/26/2000,10:03 AM,other,1565,2.895,30.3,24.8,260.8,0.11624,215.4,652.8,Ciras-1
2340,2000,101,2,Camb,Nenrich,1,Andropogon gerardi,C4,4,6/26/2000,2:20 PM,atgrwth,2027,3.049,16.4,25,147.2,0.11164,156.3,256.8,Ciras-1
2341,2000,101,2,Camb,Nenrich,1,Andropogon gerardi,C4,4,6/26/2000,2:35 PM,other,1906,2.597,22.6,23.9,136.2,0.16614,156.3,353.6,Ciras-1
2342,2000,102,2,Camb,Namb,1,Petalostemum villosum,legume,1,6/29/2000,10:49 AM,atgrwth,1700,3.831,15.6,24.2,276.3,0.05638,132.9,207.1,Ciras-1
2343,2000,102,2,Camb,Namb,1,Petalostemum villosum,legume,1,6/29/2000,10:53 AM,other,1693,3.959,20.8,25.8,245.5,0.08493,132.9,277.2,Ciras-1
2344,2000,102,2,Camb,Namb,1,Petalostemum villosum,legume,2,6/30/2000,2:53 PM,atgrwth,1590,5.116,22,26.6,351.5,0.06253,106,233,Ciras-1
2345,2000,102,2,Camb,Namb,1,Petalostemum villosum,legume,2,6/30/2000,2:59 PM,other,1550,4.224,31.1,24.3,341.4,0.09106,106,329.5,Ciras-1
2346,2000,102,2,Camb,Namb,1,Petalostemum villosum,legume,3,7/14/2000,10:09 AM,other,1286,7.01,31.6,25.7,774.1,0.04079,151.7,478.9,Ciras-1
2347,2000,102,2,Camb,Namb,1,Petalostemum villosum,legume,4,7/21/2000,1:24 PM,atgrwth,1323,4.592,18.3,25.5,258.3,0.07077,144,263.2,Ciras-1
2348,2000,102,2,Camb,Namb,1,Petalostemum villosum,legume,4,7/21/2000,1:31 PM,other,1330,4.248,24.2,24.5,268.2,0.09023,144,348.5,Ciras-1
2349,2000,103,2,Camb,Nenrich,1,Bromus inermis,C3,1,6/12/2000,2:42 PM,atgrwth,1845,4.945,27.1,23.2,489.2,0.0553,138,373.3,Ciras-1
2350,2000,103,2,Camb,Nenrich,1,Bromus inermis,C3,1,6/12/2000,2:43 PM,other,1257,5.565,40.7,24.2,485.1,0.08385,138,561.3,Ciras-1
2351,2000,103,2,Camb,Nenrich,1,Bromus inermis,C3,2,6/19/2000,10:26 AM,atgrwth,1499,2.695,12.3,24.9,203.5,0.06033,162.4,199.4,Ciras-1
2352,2000,103,2,Camb,Nenrich,1,Bromus inermis,C3,2,6/19/2000,10:32 AM,other,1440,2.431,17.5,24.7,187.5,0.09334,162.4,284.2,Ciras-1
2353,2000,103,2,Camb,Nenrich,1,Bromus inermis,C3,3,6/26/2000,10:13 AM,atgrwth,1444,1.305,6.7,24.5,87.9,0.07582,158.6,105.7,Ciras-1
2354,2000,103,2,Camb,Nenrich,1,Bromus inermis,C3,3,6/26/2000,10:16 AM,other,1451,1.393,11.4,25.8,84.9,0.13421,158.6,180.7,Ciras-1
